doy,year,hour,tempS,sensorZ,sensInfo,sensorLoc,site
180,2016,14,3.9,10,tempS.5TM,organic interface,hd
180,2016,14.5,4,10,tempS.5TM,organic interface,hd
180,2016,15,4,10,tempS.5TM,organic interface,hd
180,2016,15.5,4.1,10,tempS.5TM,organic interface,hd
180,2016,16,4.1,10,tempS.5TM,organic interface,hd
180,2016,16.5,4.2,10,tempS.5TM,organic interface,hd
180,2016,17,4.2,10,tempS.5TM,organic interface,hd
180,2016,17.5,4.2,10,tempS.5TM,organic interface,hd
180,2016,18,4.1,10,tempS.5TM,organic interface,hd
180,2016,18.5,4.1,10,tempS.5TM,organic interface,hd
180,2016,19,4,10,tempS.5TM,organic interface,hd
180,2016,19.5,3.9,10,tempS.5TM,organic interface,hd
180,2016,20,3.7,10,tempS.5TM,organic interface,hd
180,2016,20.5,3.6,10,tempS.5TM,organic interface,hd
180,2016,21,3.4,10,tempS.5TM,organic interface,hd
180,2016,21.5,3.3,10,tempS.5TM,organic interface,hd
180,2016,22,3.2,10,tempS.5TM,organic interface,hd
180,2016,22.5,3.1,10,tempS.5TM,organic interface,hd
180,2016,23,2.9,10,tempS.5TM,organic interface,hd
180,2016,23.5,2.8,10,tempS.5TM,organic interface,hd
181,2016,0,2.7,10,tempS.5TM,organic interface,hd
181,2016,0.5,2.6,10,tempS.5TM,organic interface,hd
181,2016,1,2.5,10,tempS.5TM,organic interface,hd
181,2016,1.5,2.4,10,tempS.5TM,organic interface,hd
181,2016,2,2.3,10,tempS.5TM,organic interface,hd
181,2016,2.5,2.2,10,tempS.5TM,organic interface,hd
181,2016,3,2.1,10,tempS.5TM,organic interface,hd
181,2016,3.5,2,10,tempS.5TM,organic interface,hd
181,2016,4,2,10,tempS.5TM,organic interface,hd
181,2016,4.5,1.9,10,tempS.5TM,organic interface,hd
181,2016,5,1.9,10,tempS.5TM,organic interface,hd
181,2016,5.5,1.8,10,tempS.5TM,organic interface,hd
181,2016,6,1.8,10,tempS.5TM,organic interface,hd
181,2016,6.5,1.8,10,tempS.5TM,organic interface,hd
181,2016,7,1.8,10,tempS.5TM,organic interface,hd
181,2016,7.5,1.8,10,tempS.5TM,organic interface,hd
181,2016,8,1.9,10,tempS.5TM,organic interface,hd
181,2016,8.5,1.9,10,tempS.5TM,organic interface,hd
181,2016,9,1.9,10,tempS.5TM,organic interface,hd
181,2016,9.5,2,10,tempS.5TM,organic interface,hd
181,2016,10,2.1,10,tempS.5TM,organic interface,hd
181,2016,10.5,2.3,10,tempS.5TM,organic interface,hd
181,2016,11,2.5,10,tempS.5TM,organic interface,hd
181,2016,11.5,2.8,10,tempS.5TM,organic interface,hd
181,2016,12,2.9,10,tempS.5TM,organic interface,hd
181,2016,12.5,3.1,10,tempS.5TM,organic interface,hd
181,2016,13,3.3,10,tempS.5TM,organic interface,hd
181,2016,13.5,3.5,10,tempS.5TM,organic interface,hd
181,2016,14,3.8,10,tempS.5TM,organic interface,hd
181,2016,14.5,4,10,tempS.5TM,organic interface,hd
181,2016,15,4.3,10,tempS.5TM,organic interface,hd
181,2016,15.5,4.3,10,tempS.5TM,organic interface,hd
181,2016,16,4.4,10,tempS.5TM,organic interface,hd
181,2016,16.5,4.4,10,tempS.5TM,organic interface,hd
181,2016,17,4.4,10,tempS.5TM,organic interface,hd
181,2016,17.5,4.3,10,tempS.5TM,organic interface,hd
181,2016,18,4.1,10,tempS.5TM,organic interface,hd
181,2016,18.5,4.1,10,tempS.5TM,organic interface,hd
181,2016,19,3.9,10,tempS.5TM,organic interface,hd
181,2016,19.5,3.8,10,tempS.5TM,organic interface,hd
181,2016,20,3.7,10,tempS.5TM,organic interface,hd
181,2016,20.5,3.6,10,tempS.5TM,organic interface,hd
181,2016,21,3.4,10,tempS.5TM,organic interface,hd
181,2016,21.5,3.3,10,tempS.5TM,organic interface,hd
181,2016,22,3.2,10,tempS.5TM,organic interface,hd
181,2016,22.5,3,10,tempS.5TM,organic interface,hd
181,2016,23,2.8,10,tempS.5TM,organic interface,hd
181,2016,23.5,2.7,10,tempS.5TM,organic interface,hd
182,2016,0,2.6,10,tempS.5TM,organic interface,hd
182,2016,0.5,2.5,10,tempS.5TM,organic interface,hd
182,2016,1,2.4,10,tempS.5TM,organic interface,hd
182,2016,1.5,2.4,10,tempS.5TM,organic interface,hd
182,2016,2,2.3,10,tempS.5TM,organic interface,hd
182,2016,2.5,2.3,10,tempS.5TM,organic interface,hd
182,2016,3,2.2,10,tempS.5TM,organic interface,hd
182,2016,3.5,2.2,10,tempS.5TM,organic interface,hd
182,2016,4,2.2,10,tempS.5TM,organic interface,hd
182,2016,4.5,2.1,10,tempS.5TM,organic interface,hd
182,2016,5,2.1,10,tempS.5TM,organic interface,hd
182,2016,5.5,2.1,10,tempS.5TM,organic interface,hd
182,2016,6,2.1,10,tempS.5TM,organic interface,hd
182,2016,6.5,2.1,10,tempS.5TM,organic interface,hd
182,2016,7,2.1,10,tempS.5TM,organic interface,hd
182,2016,7.5,2.2,10,tempS.5TM,organic interface,hd
182,2016,8,2.2,10,tempS.5TM,organic interface,hd
182,2016,8.5,2.3,10,tempS.5TM,organic interface,hd
182,2016,9,2.4,10,tempS.5TM,organic interface,hd
182,2016,9.5,2.4,10,tempS.5TM,organic interface,hd
182,2016,10,2.5,10,tempS.5TM,organic interface,hd
182,2016,10.5,2.6,10,tempS.5TM,organic interface,hd
182,2016,11,2.7,10,tempS.5TM,organic interface,hd
182,2016,11.5,2.8,10,tempS.5TM,organic interface,hd
182,2016,12,2.9,10,tempS.5TM,organic interface,hd
182,2016,12.5,3.1,10,tempS.5TM,organic interface,hd
182,2016,13,3.3,10,tempS.5TM,organic interface,hd
182,2016,13.5,3.5,10,tempS.5TM,organic interface,hd
182,2016,14,3.7,10,tempS.5TM,organic interface,hd
182,2016,14.5,3.9,10,tempS.5TM,organic interface,hd
182,2016,15,4.1,10,tempS.5TM,organic interface,hd
182,2016,15.5,4.2,10,tempS.5TM,organic interface,hd
182,2016,16,4.3,10,tempS.5TM,organic interface,hd
182,2016,16.5,4.3,10,tempS.5TM,organic interface,hd
182,2016,17,4.2,10,tempS.5TM,organic interface,hd
182,2016,17.5,4.2,10,tempS.5TM,organic interface,hd
182,2016,18,4.1,10,tempS.5TM,organic interface,hd
182,2016,18.5,4.2,10,tempS.5TM,organic interface,hd
182,2016,19,4.1,10,tempS.5TM,organic interface,hd
182,2016,19.5,4,10,tempS.5TM,organic interface,hd
182,2016,20,3.9,10,tempS.5TM,organic interface,hd
182,2016,20.5,3.8,10,tempS.5TM,organic interface,hd
182,2016,21,3.7,10,tempS.5TM,organic interface,hd
182,2016,21.5,3.6,10,tempS.5TM,organic interface,hd
182,2016,22,3.5,10,tempS.5TM,organic interface,hd
182,2016,22.5,3.4,10,tempS.5TM,organic interface,hd
182,2016,23,3.2,10,tempS.5TM,organic interface,hd
182,2016,23.5,3.1,10,tempS.5TM,organic interface,hd
183,2016,0,3.1,10,tempS.5TM,organic interface,hd
183,2016,0.5,3,10,tempS.5TM,organic interface,hd
183,2016,1,2.8,10,tempS.5TM,organic interface,hd
183,2016,1.5,2.8,10,tempS.5TM,organic interface,hd
183,2016,2,2.7,10,tempS.5TM,organic interface,hd
183,2016,2.5,2.5,10,tempS.5TM,organic interface,hd
183,2016,3,2.5,10,tempS.5TM,organic interface,hd
183,2016,3.5,2.4,10,tempS.5TM,organic interface,hd
183,2016,4,2.4,10,tempS.5TM,organic interface,hd
183,2016,4.5,2.4,10,tempS.5TM,organic interface,hd
183,2016,5,2.4,10,tempS.5TM,organic interface,hd
183,2016,5.5,2.4,10,tempS.5TM,organic interface,hd
183,2016,6,2.4,10,tempS.5TM,organic interface,hd
183,2016,6.5,2.4,10,tempS.5TM,organic interface,hd
183,2016,7,2.5,10,tempS.5TM,organic interface,hd
183,2016,7.5,2.6,10,tempS.5TM,organic interface,hd
183,2016,8,2.7,10,tempS.5TM,organic interface,hd
183,2016,8.5,2.8,10,tempS.5TM,organic interface,hd
183,2016,9,2.9,10,tempS.5TM,organic interface,hd
183,2016,9.5,3.1,10,tempS.5TM,organic interface,hd
183,2016,10,3.3,10,tempS.5TM,organic interface,hd
183,2016,10.5,3.6,10,tempS.5TM,organic interface,hd
183,2016,11,4,10,tempS.5TM,organic interface,hd
183,2016,11.5,4.3,10,tempS.5TM,organic interface,hd
183,2016,12,4.5,10,tempS.5TM,organic interface,hd
183,2016,12.5,4.7,10,tempS.5TM,organic interface,hd
183,2016,13,4.8,10,tempS.5TM,organic interface,hd
183,2016,13.5,4.8,10,tempS.5TM,organic interface,hd
183,2016,14,4.7,10,tempS.5TM,organic interface,hd
183,2016,14.5,4.7,10,tempS.5TM,organic interface,hd
183,2016,15,4.6,10,tempS.5TM,organic interface,hd
183,2016,15.5,4.5,10,tempS.5TM,organic interface,hd
183,2016,16,4.5,10,tempS.5TM,organic interface,hd
183,2016,16.5,4.4,10,tempS.5TM,organic interface,hd
183,2016,17,4.3,10,tempS.5TM,organic interface,hd
183,2016,17.5,4.2,10,tempS.5TM,organic interface,hd
183,2016,18,4.1,10,tempS.5TM,organic interface,hd
183,2016,18.5,4,10,tempS.5TM,organic interface,hd
183,2016,19,3.9,10,tempS.5TM,organic interface,hd
183,2016,19.5,3.8,10,tempS.5TM,organic interface,hd
183,2016,20,3.7,10,tempS.5TM,organic interface,hd
183,2016,20.5,3.6,10,tempS.5TM,organic interface,hd
183,2016,21,3.6,10,tempS.5TM,organic interface,hd
183,2016,21.5,3.5,10,tempS.5TM,organic interface,hd
183,2016,22,3.5,10,tempS.5TM,organic interface,hd
183,2016,22.5,3.4,10,tempS.5TM,organic interface,hd
183,2016,23,3.3,10,tempS.5TM,organic interface,hd
183,2016,23.5,3.2,10,tempS.5TM,organic interface,hd
184,2016,0,3,10,tempS.5TM,organic interface,hd
184,2016,0.5,2.9,10,tempS.5TM,organic interface,hd
184,2016,1,2.8,10,tempS.5TM,organic interface,hd
184,2016,1.5,2.6,10,tempS.5TM,organic interface,hd
184,2016,2,2.5,10,tempS.5TM,organic interface,hd
184,2016,2.5,2.3,10,tempS.5TM,organic interface,hd
184,2016,3,2.2,10,tempS.5TM,organic interface,hd
184,2016,3.5,2.1,10,tempS.5TM,organic interface,hd
184,2016,4,2,10,tempS.5TM,organic interface,hd
184,2016,4.5,2,10,tempS.5TM,organic interface,hd
184,2016,5,2,10,tempS.5TM,organic interface,hd
184,2016,5.5,2,10,tempS.5TM,organic interface,hd
184,2016,6,2,10,tempS.5TM,organic interface,hd
184,2016,6.5,2.1,10,tempS.5TM,organic interface,hd
184,2016,7,2.1,10,tempS.5TM,organic interface,hd
184,2016,7.5,2.2,10,tempS.5TM,organic interface,hd
184,2016,8,2.3,10,tempS.5TM,organic interface,hd
184,2016,8.5,2.4,10,tempS.5TM,organic interface,hd
184,2016,9,2.6,10,tempS.5TM,organic interface,hd
184,2016,9.5,2.8,10,tempS.5TM,organic interface,hd
184,2016,10,2.9,10,tempS.5TM,organic interface,hd
184,2016,10.5,3.2,10,tempS.5TM,organic interface,hd
184,2016,11,3.5,10,tempS.5TM,organic interface,hd
184,2016,11.5,3.6,10,tempS.5TM,organic interface,hd
184,2016,12,3.8,10,tempS.5TM,organic interface,hd
184,2016,12.5,4.1,10,tempS.5TM,organic interface,hd
184,2016,13,4.2,10,tempS.5TM,organic interface,hd
184,2016,13.5,4.4,10,tempS.5TM,organic interface,hd
184,2016,14,4.5,10,tempS.5TM,organic interface,hd
184,2016,14.5,4.7,10,tempS.5TM,organic interface,hd
184,2016,15,4.8,10,tempS.5TM,organic interface,hd
184,2016,15.5,4.9,10,tempS.5TM,organic interface,hd
184,2016,16,4.8,10,tempS.5TM,organic interface,hd
184,2016,16.5,4.7,10,tempS.5TM,organic interface,hd
184,2016,17,4.6,10,tempS.5TM,organic interface,hd
184,2016,17.5,4.5,10,tempS.5TM,organic interface,hd
184,2016,18,4.3,10,tempS.5TM,organic interface,hd
184,2016,18.5,4.2,10,tempS.5TM,organic interface,hd
184,2016,19,4,10,tempS.5TM,organic interface,hd
184,2016,19.5,3.8,10,tempS.5TM,organic interface,hd
184,2016,20,3.7,10,tempS.5TM,organic interface,hd
184,2016,20.5,3.6,10,tempS.5TM,organic interface,hd
184,2016,21,3.4,10,tempS.5TM,organic interface,hd
184,2016,21.5,3.3,10,tempS.5TM,organic interface,hd
184,2016,22,3.3,10,tempS.5TM,organic interface,hd
184,2016,22.5,3.2,10,tempS.5TM,organic interface,hd
184,2016,23,3.1,10,tempS.5TM,organic interface,hd
184,2016,23.5,3,10,tempS.5TM,organic interface,hd
185,2016,0,2.9,10,tempS.5TM,organic interface,hd
185,2016,0.5,2.8,10,tempS.5TM,organic interface,hd
185,2016,1,2.6,10,tempS.5TM,organic interface,hd
185,2016,1.5,2.5,10,tempS.5TM,organic interface,hd
185,2016,2,2.4,10,tempS.5TM,organic interface,hd
185,2016,2.5,2.3,10,tempS.5TM,organic interface,hd
185,2016,3,2.2,10,tempS.5TM,organic interface,hd
185,2016,3.5,2.1,10,tempS.5TM,organic interface,hd
185,2016,4,2.1,10,tempS.5TM,organic interface,hd
185,2016,4.5,2,10,tempS.5TM,organic interface,hd
185,2016,5,2,10,tempS.5TM,organic interface,hd
185,2016,5.5,1.9,10,tempS.5TM,organic interface,hd
185,2016,6,1.9,10,tempS.5TM,organic interface,hd
185,2016,6.5,1.9,10,tempS.5TM,organic interface,hd
185,2016,7,1.9,10,tempS.5TM,organic interface,hd
185,2016,7.5,2,10,tempS.5TM,organic interface,hd
185,2016,8,2,10,tempS.5TM,organic interface,hd
185,2016,8.5,2.1,10,tempS.5TM,organic interface,hd
185,2016,9,2.2,10,tempS.5TM,organic interface,hd
185,2016,9.5,2.3,10,tempS.5TM,organic interface,hd
185,2016,10,2.4,10,tempS.5TM,organic interface,hd
185,2016,10.5,2.6,10,tempS.5TM,organic interface,hd
185,2016,11,2.8,10,tempS.5TM,organic interface,hd
185,2016,11.5,3,10,tempS.5TM,organic interface,hd
185,2016,12,3.1,10,tempS.5TM,organic interface,hd
185,2016,12.5,3.3,10,tempS.5TM,organic interface,hd
185,2016,13,3.4,10,tempS.5TM,organic interface,hd
185,2016,13.5,3.6,10,tempS.5TM,organic interface,hd
185,2016,14,3.7,10,tempS.5TM,organic interface,hd
185,2016,14.5,3.9,10,tempS.5TM,organic interface,hd
185,2016,15,4,10,tempS.5TM,organic interface,hd
185,2016,15.5,4.1,10,tempS.5TM,organic interface,hd
185,2016,16,4.1,10,tempS.5TM,organic interface,hd
185,2016,16.5,4,10,tempS.5TM,organic interface,hd
185,2016,17,3.9,10,tempS.5TM,organic interface,hd
185,2016,17.5,3.8,10,tempS.5TM,organic interface,hd
185,2016,18,3.6,10,tempS.5TM,organic interface,hd
185,2016,18.5,3.5,10,tempS.5TM,organic interface,hd
185,2016,19,3.3,10,tempS.5TM,organic interface,hd
185,2016,19.5,3.2,10,tempS.5TM,organic interface,hd
185,2016,20,3.1,10,tempS.5TM,organic interface,hd
185,2016,20.5,2.9,10,tempS.5TM,organic interface,hd
185,2016,21,2.8,10,tempS.5TM,organic interface,hd
185,2016,21.5,2.7,10,tempS.5TM,organic interface,hd
185,2016,22,2.6,10,tempS.5TM,organic interface,hd
185,2016,22.5,2.5,10,tempS.5TM,organic interface,hd
185,2016,23,2.4,10,tempS.5TM,organic interface,hd
185,2016,23.5,2.3,10,tempS.5TM,organic interface,hd
186,2016,0,2.1,10,tempS.5TM,organic interface,hd
186,2016,0.5,2,10,tempS.5TM,organic interface,hd
186,2016,1,1.9,10,tempS.5TM,organic interface,hd
186,2016,1.5,1.8,10,tempS.5TM,organic interface,hd
186,2016,2,1.7,10,tempS.5TM,organic interface,hd
186,2016,2.5,1.7,10,tempS.5TM,organic interface,hd
186,2016,3,1.7,10,tempS.5TM,organic interface,hd
186,2016,3.5,1.7,10,tempS.5TM,organic interface,hd
186,2016,4,1.7,10,tempS.5TM,organic interface,hd
186,2016,4.5,1.7,10,tempS.5TM,organic interface,hd
186,2016,5,1.7,10,tempS.5TM,organic interface,hd
186,2016,5.5,1.7,10,tempS.5TM,organic interface,hd
186,2016,6,1.7,10,tempS.5TM,organic interface,hd
186,2016,6.5,1.7,10,tempS.5TM,organic interface,hd
186,2016,7,1.6,10,tempS.5TM,organic interface,hd
186,2016,7.5,1.6,10,tempS.5TM,organic interface,hd
186,2016,8,1.7,10,tempS.5TM,organic interface,hd
186,2016,8.5,1.7,10,tempS.5TM,organic interface,hd
186,2016,9,1.8,10,tempS.5TM,organic interface,hd
186,2016,9.5,1.9,10,tempS.5TM,organic interface,hd
186,2016,10,2.1,10,tempS.5TM,organic interface,hd
186,2016,10.5,2.3,10,tempS.5TM,organic interface,hd
186,2016,11,2.5,10,tempS.5TM,organic interface,hd
186,2016,11.5,2.7,10,tempS.5TM,organic interface,hd
186,2016,12,2.9,10,tempS.5TM,organic interface,hd
186,2016,12.5,3.2,10,tempS.5TM,organic interface,hd
186,2016,13,3.3,10,tempS.5TM,organic interface,hd
186,2016,13.5,3.6,10,tempS.5TM,organic interface,hd
186,2016,14,3.8,10,tempS.5TM,organic interface,hd
186,2016,14.5,3.9,10,tempS.5TM,organic interface,hd
186,2016,15,4.1,10,tempS.5TM,organic interface,hd
186,2016,15.5,4.1,10,tempS.5TM,organic interface,hd
186,2016,16,4.1,10,tempS.5TM,organic interface,hd
186,2016,16.5,4.1,10,tempS.5TM,organic interface,hd
186,2016,17,4,10,tempS.5TM,organic interface,hd
186,2016,17.5,3.8,10,tempS.5TM,organic interface,hd
186,2016,18,3.7,10,tempS.5TM,organic interface,hd
186,2016,18.5,3.6,10,tempS.5TM,organic interface,hd
186,2016,19,3.4,10,tempS.5TM,organic interface,hd
186,2016,19.5,3.3,10,tempS.5TM,organic interface,hd
186,2016,20,3.2,10,tempS.5TM,organic interface,hd
186,2016,20.5,3.1,10,tempS.5TM,organic interface,hd
186,2016,21,3,10,tempS.5TM,organic interface,hd
186,2016,21.5,2.9,10,tempS.5TM,organic interface,hd
186,2016,22,2.8,10,tempS.5TM,organic interface,hd
186,2016,22.5,2.7,10,tempS.5TM,organic interface,hd
186,2016,23,2.5,10,tempS.5TM,organic interface,hd
186,2016,23.5,2.4,10,tempS.5TM,organic interface,hd
187,2016,0,2.2,10,tempS.5TM,organic interface,hd
187,2016,0.5,2.1,10,tempS.5TM,organic interface,hd
187,2016,1,1.9,10,tempS.5TM,organic interface,hd
187,2016,1.5,1.7,10,tempS.5TM,organic interface,hd
187,2016,2,1.6,10,tempS.5TM,organic interface,hd
187,2016,2.5,1.5,10,tempS.5TM,organic interface,hd
187,2016,3,1.4,10,tempS.5TM,organic interface,hd
187,2016,3.5,1.3,10,tempS.5TM,organic interface,hd
187,2016,4,1.2,10,tempS.5TM,organic interface,hd
187,2016,4.5,1.2,10,tempS.5TM,organic interface,hd
187,2016,5,1.2,10,tempS.5TM,organic interface,hd
187,2016,5.5,1.3,10,tempS.5TM,organic interface,hd
187,2016,6,1.3,10,tempS.5TM,organic interface,hd
187,2016,6.5,1.4,10,tempS.5TM,organic interface,hd
187,2016,7,1.4,10,tempS.5TM,organic interface,hd
187,2016,7.5,1.6,10,tempS.5TM,organic interface,hd
187,2016,8,1.8,10,tempS.5TM,organic interface,hd
187,2016,8.5,2,10,tempS.5TM,organic interface,hd
187,2016,9,2.2,10,tempS.5TM,organic interface,hd
187,2016,9.5,2.4,10,tempS.5TM,organic interface,hd
187,2016,10,2.6,10,tempS.5TM,organic interface,hd
187,2016,10.5,3,10,tempS.5TM,organic interface,hd
187,2016,11,3.3,10,tempS.5TM,organic interface,hd
187,2016,11.5,3.6,10,tempS.5TM,organic interface,hd
187,2016,12,3.8,10,tempS.5TM,organic interface,hd
187,2016,12.5,4.1,10,tempS.5TM,organic interface,hd
187,2016,13,4.3,10,tempS.5TM,organic interface,hd
187,2016,13.5,4.5,10,tempS.5TM,organic interface,hd
187,2016,14,4.7,10,tempS.5TM,organic interface,hd
187,2016,14.5,5,10,tempS.5TM,organic interface,hd
187,2016,15,5.2,10,tempS.5TM,organic interface,hd
187,2016,15.5,5.3,10,tempS.5TM,organic interface,hd
187,2016,16,5.4,10,tempS.5TM,organic interface,hd
187,2016,16.5,5.4,10,tempS.5TM,organic interface,hd
187,2016,17,5.4,10,tempS.5TM,organic interface,hd
187,2016,17.5,5.3,10,tempS.5TM,organic interface,hd
187,2016,18,5.3,10,tempS.5TM,organic interface,hd
187,2016,18.5,5.2,10,tempS.5TM,organic interface,hd
187,2016,19,5.1,10,tempS.5TM,organic interface,hd
187,2016,19.5,5,10,tempS.5TM,organic interface,hd
187,2016,20,4.9,10,tempS.5TM,organic interface,hd
187,2016,20.5,4.8,10,tempS.5TM,organic interface,hd
187,2016,21,4.7,10,tempS.5TM,organic interface,hd
187,2016,21.5,4.6,10,tempS.5TM,organic interface,hd
187,2016,22,4.5,10,tempS.5TM,organic interface,hd
187,2016,22.5,4.4,10,tempS.5TM,organic interface,hd
187,2016,23,4.3,10,tempS.5TM,organic interface,hd
187,2016,23.5,4.2,10,tempS.5TM,organic interface,hd
188,2016,0,4.1,10,tempS.5TM,organic interface,hd
188,2016,0.5,4,10,tempS.5TM,organic interface,hd
188,2016,1,3.9,10,tempS.5TM,organic interface,hd
188,2016,1.5,3.8,10,tempS.5TM,organic interface,hd
188,2016,2,3.8,10,tempS.5TM,organic interface,hd
188,2016,2.5,3.8,10,tempS.5TM,organic interface,hd
188,2016,3,3.6,10,tempS.5TM,organic interface,hd
188,2016,3.5,3.6,10,tempS.5TM,organic interface,hd
188,2016,4,3.7,10,tempS.5TM,organic interface,hd
188,2016,4.5,3.6,10,tempS.5TM,organic interface,hd
188,2016,5,3.7,10,tempS.5TM,organic interface,hd
188,2016,5.5,3.8,10,tempS.5TM,organic interface,hd
188,2016,6,3.8,10,tempS.5TM,organic interface,hd
188,2016,6.5,3.9,10,tempS.5TM,organic interface,hd
188,2016,7,4,10,tempS.5TM,organic interface,hd
188,2016,7.5,4,10,tempS.5TM,organic interface,hd
188,2016,8,4.2,10,tempS.5TM,organic interface,hd
188,2016,8.5,4.4,10,tempS.5TM,organic interface,hd
188,2016,9,4.5,10,tempS.5TM,organic interface,hd
188,2016,9.5,4.6,10,tempS.5TM,organic interface,hd
188,2016,10,4.7,10,tempS.5TM,organic interface,hd
188,2016,10.5,4.8,10,tempS.5TM,organic interface,hd
188,2016,11,4.9,10,tempS.5TM,organic interface,hd
188,2016,11.5,4.9,10,tempS.5TM,organic interface,hd
188,2016,12,4.9,10,tempS.5TM,organic interface,hd
188,2016,12.5,4.7,10,tempS.5TM,organic interface,hd
188,2016,13,4.8,10,tempS.5TM,organic interface,hd
188,2016,13.5,4.8,10,tempS.5TM,organic interface,hd
188,2016,14,4.9,10,tempS.5TM,organic interface,hd
188,2016,14.5,4.9,10,tempS.5TM,organic interface,hd
188,2016,15,4.9,10,tempS.5TM,organic interface,hd
188,2016,15.5,4.8,10,tempS.5TM,organic interface,hd
188,2016,16,4.7,10,tempS.5TM,organic interface,hd
188,2016,16.5,4.6,10,tempS.5TM,organic interface,hd
188,2016,17,4.5,10,tempS.5TM,organic interface,hd
188,2016,17.5,4.5,10,tempS.5TM,organic interface,hd
188,2016,18,4.5,10,tempS.5TM,organic interface,hd
188,2016,18.5,4.5,10,tempS.5TM,organic interface,hd
188,2016,19,4.4,10,tempS.5TM,organic interface,hd
188,2016,19.5,4.4,10,tempS.5TM,organic interface,hd
188,2016,20,4.4,10,tempS.5TM,organic interface,hd
188,2016,20.5,4.4,10,tempS.5TM,organic interface,hd
188,2016,21,4.4,10,tempS.5TM,organic interface,hd
188,2016,21.5,4.3,10,tempS.5TM,organic interface,hd
188,2016,22,4.2,10,tempS.5TM,organic interface,hd
188,2016,22.5,4.1,10,tempS.5TM,organic interface,hd
188,2016,23,4,10,tempS.5TM,organic interface,hd
188,2016,23.5,3.8,10,tempS.5TM,organic interface,hd
189,2016,0,3.6,10,tempS.5TM,organic interface,hd
189,2016,0.5,3.5,10,tempS.5TM,organic interface,hd
189,2016,1,3.4,10,tempS.5TM,organic interface,hd
189,2016,1.5,3.4,10,tempS.5TM,organic interface,hd
189,2016,2,3.3,10,tempS.5TM,organic interface,hd
189,2016,2.5,3.3,10,tempS.5TM,organic interface,hd
189,2016,3,3.2,10,tempS.5TM,organic interface,hd
189,2016,3.5,3.1,10,tempS.5TM,organic interface,hd
189,2016,4,3,10,tempS.5TM,organic interface,hd
189,2016,4.5,2.9,10,tempS.5TM,organic interface,hd
189,2016,5,2.9,10,tempS.5TM,organic interface,hd
189,2016,5.5,2.8,10,tempS.5TM,organic interface,hd
189,2016,6,2.8,10,tempS.5TM,organic interface,hd
189,2016,6.5,2.7,10,tempS.5TM,organic interface,hd
189,2016,7,2.7,10,tempS.5TM,organic interface,hd
189,2016,7.5,2.7,10,tempS.5TM,organic interface,hd
189,2016,8,2.7,10,tempS.5TM,organic interface,hd
189,2016,8.5,2.8,10,tempS.5TM,organic interface,hd
189,2016,9,2.8,10,tempS.5TM,organic interface,hd
189,2016,9.5,2.8,10,tempS.5TM,organic interface,hd
189,2016,10,2.9,10,tempS.5TM,organic interface,hd
189,2016,10.5,3,10,tempS.5TM,organic interface,hd
189,2016,11,3.1,10,tempS.5TM,organic interface,hd
189,2016,11.5,3.2,10,tempS.5TM,organic interface,hd
189,2016,12,3.3,10,tempS.5TM,organic interface,hd
189,2016,12.5,3.3,10,tempS.5TM,organic interface,hd
